지점,지점명,일시,강수량(mm)
108,서울,2021-07-20 18:00,0
108,서울,2021-07-28 14:00,0
108,서울,2021-07-28 15:00,0
108,서울,2021-07-28 16:00,0
108,서울,2021-07-28 17:00,0
108,서울,2021-07-31 2:00,0.6
108,서울,2021-07-31 3:00,2.4
108,서울,2021-07-31 4:00,0
108,서울,2021-08-01 6:00,0
108,서울,2021-08-01 7:00,0
108,서울,2021-08-01 8:00,0
108,서울,2021-08-01 9:00,0
108,서울,2021-08-01 10:00,4.4
108,서울,2021-08-01 11:00,0.7
108,서울,2021-08-01 12:00,0
108,서울,2021-08-01 13:00,0
108,서울,2021-08-01 14:00,1.1
108,서울,2021-08-01 15:00,0.2
108,서울,2021-08-01 16:00,0
108,서울,2021-08-01 17:00,0
108,서울,2021-08-01 18:00,0
108,서울,2021-08-01 19:00,0
108,서울,2021-08-01 20:00,8
108,서울,2021-08-01 21:00,3.5
108,서울,2021-08-01 22:00,1.2
108,서울,2021-08-01 23:00,1.2
108,서울,2021-08-02 0:00,0.7
108,서울,2021-08-02 1:00,0
108,서울,2021-08-02 4:00,0
108,서울,2021-08-02 5:00,0
108,서울,2021-08-02 6:00,0.3
108,서울,2021-08-02 7:00,0
108,서울,2021-08-02 8:00,0.3
108,서울,2021-08-02 9:00,1.1
108,서울,2021-08-02 10:00,0
108,서울,2021-08-02 12:00,0
108,서울,2021-08-02 13:00,0
108,서울,2021-08-02 14:00,0
108,서울,2021-08-03 17:00,0
108,서울,2021-08-08 15:00,0
108,서울,2021-08-08 16:00,11.5
108,서울,2021-08-08 17:00,0.9
108,서울,2021-08-08 18:00,0
108,서울,2021-08-08 19:00,0.1
108,서울,2021-08-08 20:00,0.2
108,서울,2021-08-11 8:00,0
108,서울,2021-08-11 9:00,0
108,서울,2021-08-12 19:00,0
108,서울,2021-08-12 20:00,0
108,서울,2021-08-16 20:00,0
108,서울,2021-08-16 21:00,0
108,서울,2021-08-16 22:00,0
108,서울,2021-08-17 18:00,0
108,서울,2021-08-17 19:00,0.3
108,서울,2021-08-17 20:00,2.8
108,서울,2021-08-17 21:00,4.4
108,서울,2021-08-17 22:00,1.8
108,서울,2021-08-17 23:00,0
108,서울,2021-08-18 5:00,0
108,서울,2021-08-18 8:00,2.2
108,서울,2021-08-18 9:00,2.3
108,서울,2021-08-18 10:00,1.1
108,서울,2021-08-18 11:00,0
108,서울,2021-08-20 4:00,0
108,서울,2021-08-20 23:00,0
108,서울,2021-08-21 0:00,0
108,서울,2021-08-21 7:00,0
108,서울,2021-08-21 8:00,0.3
108,서울,2021-08-21 9:00,0.5
108,서울,2021-08-21 10:00,5.1
108,서울,2021-08-21 11:00,7
108,서울,2021-08-21 12:00,12.5
108,서울,2021-08-21 13:00,22.4
108,서울,2021-08-21 14:00,12.8
108,서울,2021-08-21 17:00,0
108,서울,2021-08-21 18:00,0.8
108,서울,2021-08-21 19:00,1.3
108,서울,2021-08-21 20:00,0
108,서울,2021-08-21 21:00,0.1
108,서울,2021-08-22 1:00,0
108,서울,2021-08-22 2:00,0
108,서울,2021-08-23 12:00,0
108,서울,2021-08-23 13:00,0.3
108,서울,2021-08-23 14:00,0.7
108,서울,2021-08-23 15:00,0.9
108,서울,2021-08-23 16:00,1
108,서울,2021-08-23 17:00,0.8
108,서울,2021-08-23 18:00,0.3
108,서울,2021-08-23 19:00,1.3
108,서울,2021-08-23 20:00,1.1
108,서울,2021-08-23 21:00,1
108,서울,2021-08-23 22:00,0
108,서울,2021-08-23 23:00,0
108,서울,2021-08-24 0:00,0
108,서울,2021-08-24 3:00,0
108,서울,2021-08-24 4:00,0.2
108,서울,2021-08-24 5:00,0.3
108,서울,2021-08-24 6:00,0
108,서울,2021-08-24 7:00,0.2
108,서울,2021-08-24 8:00,0.1
108,서울,2021-08-24 9:00,0
108,서울,2021-08-24 10:00,1.3
108,서울,2021-08-24 12:00,0.7
108,서울,2021-08-24 13:00,2.6
108,서울,2021-08-24 14:00,2
108,서울,2021-08-24 15:00,0
108,서울,2021-08-24 16:00,0.2
108,서울,2021-08-24 17:00,1.2
108,서울,2021-08-24 19:00,1.2
108,서울,2021-08-24 20:00,0.5
108,서울,2021-08-24 21:00,0
108,서울,2021-08-25 2:00,0
108,서울,2021-08-25 3:00,0.3
108,서울,2021-08-25 4:00,0
108,서울,2021-08-25 8:00,0
108,서울,2021-08-25 11:00,0
108,서울,2021-08-25 12:00,0
108,서울,2021-08-25 13:00,0
108,서울,2021-08-25 14:00,0
108,서울,2021-08-26 16:00,0.7
108,서울,2021-08-26 19:00,0
108,서울,2021-08-26 20:00,0
108,서울,2021-08-27 6:00,0
108,서울,2021-08-27 7:00,0
108,서울,2021-08-27 8:00,0
108,서울,2021-08-27 9:00,0.1
108,서울,2021-08-27 10:00,0.1
108,서울,2021-08-27 11:00,0
108,서울,2021-08-27 12:00,0
108,서울,2021-08-27 14:00,0.2
108,서울,2021-08-27 15:00,0.5
108,서울,2021-08-27 16:00,0
108,서울,2021-08-27 17:00,0
108,서울,2021-08-27 18:00,0
108,서울,2021-08-27 19:00,0
108,서울,2021-08-29 1:00,0
108,서울,2021-08-29 2:00,0.6
108,서울,2021-08-29 3:00,0.1
108,서울,2021-08-29 5:00,0
108,서울,2021-08-29 6:00,0
108,서울,2021-08-29 7:00,0.2
108,서울,2021-08-30 11:00,0
108,서울,2021-08-30 13:00,0
108,서울,2021-08-30 14:00,0
108,서울,2021-08-31 8:00,0
108,서울,2021-08-31 9:00,0.1
108,서울,2021-08-31 10:00,0
108,서울,2021-08-31 11:00,0
108,서울,2021-08-31 12:00,0.3
108,서울,2021-08-31 13:00,9.3
108,서울,2021-08-31 14:00,8.9
108,서울,2021-08-31 15:00,11.6
108,서울,2021-08-31 16:00,10
108,서울,2021-08-31 17:00,6.8
108,서울,2021-08-31 18:00,7.1
108,서울,2021-08-31 19:00,3.8
108,서울,2021-08-31 20:00,1.6
108,서울,2021-08-31 21:00,3.6
108,서울,2021-08-31 22:00,2.1
108,서울,2021-08-31 23:00,7.8
108,서울,2021-09-01 0:00,4.4
108,서울,2021-09-01 1:00,0.8
108,서울,2021-09-01 7:00,0
108,서울,2021-09-01 8:00,0
108,서울,2021-09-01 9:00,0
108,서울,2021-09-01 10:00,0
108,서울,2021-09-01 11:00,0
108,서울,2021-09-06 15:00,0
108,서울,2021-09-06 16:00,0
108,서울,2021-09-06 17:00,0
108,서울,2021-09-06 18:00,0
108,서울,2021-09-06 19:00,0
108,서울,2021-09-06 20:00,1.5
108,서울,2021-09-06 21:00,3.1
108,서울,2021-09-06 22:00,2.4
108,서울,2021-09-06 23:00,2.9
108,서울,2021-09-07 0:00,2.1
108,서울,2021-09-07 1:00,1.2
108,서울,2021-09-07 2:00,0.4
108,서울,2021-09-07 3:00,1
108,서울,2021-09-07 4:00,1.5
108,서울,2021-09-07 5:00,2.6
108,서울,2021-09-07 6:00,1.8
108,서울,2021-09-07 7:00,0.7
108,서울,2021-09-07 8:00,1
108,서울,2021-09-07 9:00,1.5
108,서울,2021-09-07 10:00,5.9
108,서울,2021-09-07 11:00,0.9
108,서울,2021-09-07 12:00,2
108,서울,2021-09-07 13:00,3.5
108,서울,2021-09-07 14:00,0.1
108,서울,2021-09-07 15:00,0.3
108,서울,2021-09-07 16:00,0.2
108,서울,2021-09-07 18:00,0
108,서울,2021-09-07 19:00,1.3
108,서울,2021-09-07 20:00,1
108,서울,2021-09-07 21:00,1.4
108,서울,2021-09-07 22:00,0.7
108,서울,2021-09-07 23:00,0.3
108,서울,2021-09-08 0:00,0.3
108,서울,2021-09-08 1:00,0.2
108,서울,2021-09-08 2:00,0.4
108,서울,2021-09-08 3:00,0.5
108,서울,2021-09-08 4:00,0.2
108,서울,2021-09-08 5:00,0.3
108,서울,2021-09-08 6:00,0
108,서울,2021-09-08 7:00,0
108,서울,2021-09-21 1:00,4.7
